applicant_id,applicant_name,cibil_score,existing_loans_lakhs,bank_account_verified,pan_verified,udyam_registration_no,gstin_status,project_report_attached,collateral_value_lakhs,business_vintage_years,monthly_cashflow_avg_inr,document_completeness_pct,target_readiness_score
ENT_IN_22989,Geeta Deshmukh,611,8.16,1,1,UDYAM-MH-03-7793565,NOT_APPLICABLE,1,35.03,3.4,219066,95.1,81.0
ENT_IN_22990,Sujata Banerjee,844,3.69,0,0,NOT_REGISTERED,UNREGISTERED,1,23.57,0.2,90790,53.5,61.5
ENT_IN_22991,Anil Mishra,633,19.95,1,1,UDYAM-GJ-03-9678898,UNREGISTERED,1,4.6,8.1,333063,53.4,73.9
ENT_IN_22992,Ayesha Deshmukh,660,8.93,1,0,UDYAM-KA-03-8632919,UNREGISTERED,1,2.05,9.6,350547,84.0,81.8
ENT_IN_22993,Gurpreet Gupta,708,0.85,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,23.74,5.0,49489,91.9,72.5
ENT_IN_22994,Kavita Rao,632,19.26,0,0,NOT_REGISTERED,ACTIVE,1,22.6,5.8,415986,49.2,54.5
ENT_IN_22995,Priya Banerjee,774,7.43,1,1,UDYAM-PB-03-2510190,ACTIVE,1,35.54,11.1,413385,76.5,100.0
ENT_IN_22996,Preeti Kumar,786,16.7,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,15.15,7.9,231022,76.8,82.1
ENT_IN_22997,Simran Nair,830,5.23,1,1,UDYAM-MH-03-8518341,ACTIVE,0,26.51,9.9,364142,41.9,83.0
ENT_IN_22998,Priya Patel,829,4.68,1,1,NOT_REGISTERED,ACTIVE,1,42.24,9.9,203403,48.7,88.3
ENT_IN_22999,Mahesh Das,837,3.32,1,0,UDYAM-TN-03-4590946,ACTIVE,1,12.36,1.1,227497,48.9,91.5
ENT_IN_23000,Anil Sheikh,618,10.24,1,1,NOT_REGISTERED,ACTIVE,1,41.35,10.7,211763,82.3,78.2
ENT_IN_23001,Simran Kaur,725,20.72,1,1,UDYAM-GJ-03-5479041,ACTIVE,1,42.69,9.5,265788,98.8,100.0
ENT_IN_23002,Anil Gowda,805,8.47,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,16.6,11.9,334959,99.3,89.9
ENT_IN_23003,Sangeeta Mishra,625,15.67,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,22.11,3.6,433877,66.3,56.7
ENT_IN_23004,Rahul Reddy,0,7.39,1,1,UDYAM-TN-03-1263839,ACTIVE,1,21.84,8.6,414551,58.2,69.2
ENT_IN_23005,Sunita Yadav,0,12.89,1,1,UDYAM-MH-03-7782535,NOT_APPLICABLE,1,41.76,0.2,106471,45.8,55.4
ENT_IN_23006,Radha Joshi,787,18.12,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,26.92,2.3,16274,75.0,76.8
ENT_IN_23007,Meena Sharma,735,8.79,1,0,UDYAM-PB-03-5937397,NOT_APPLICABLE,1,5.7,8.9,380531,77.1,82.8
ENT_IN_23008,Neha Patil,632,3.03,1,1,NOT_REGISTERED,ACTIVE,0,25.66,11.9,165691,45.9,56.9
ENT_IN_23009,Preeti Deshmukh,738,22.76,0,1,UDYAM-UP-03-1818854,ACTIVE,1,16.07,0.6,46228,60.0,76.2
ENT_IN_23010,Kavita Khan,562,17.67,1,1,UDYAM-KA-03-5415355,UNREGISTERED,1,24.21,7.1,154513,79.0,73.7
ENT_IN_23011,Lakshmi Mishra,677,9.33,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,31.87,11.2,155982,95.9,71.2
ENT_IN_23012,Meena Verma,0,7.07,1,1,UDYAM-GJ-03-9087161,NOT_APPLICABLE,1,11.94,4.8,44941,92.8,61.1
ENT_IN_23013,Geeta Gowda,839,16.76,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,32.29,0.5,77719,50.8,73.2
ENT_IN_23014,Pooja Das,728,15.2,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,44.33,10.5,284019,75.0,69.8
ENT_IN_23015,Simran Sheikh,0,24.75,1,1,UDYAM-PB-03-5660167,NOT_APPLICABLE,1,17.34,0.0,141333,98.2,68.3
ENT_IN_23016,Bhavna Joshi,716,17.85,0,1,NOT_REGISTERED,UNREGISTERED,0,30.5,5.9,324508,69.5,59.5
ENT_IN_23017,Preeti Gowda,720,3.67,1,1,UDYAM-GJ-03-9443799,NOT_APPLICABLE,0,26.39,3.1,351481,82.0,77.1
ENT_IN_23018,Rekha Sheikh,648,13.78,0,1,UDYAM-GJ-03-2904333,NOT_APPLICABLE,1,13.84,6.1,120860,86.8,69.1
ENT_IN_23019,Prakash Reddy,644,19.4,1,1,UDYAM-KA-03-8147272,NOT_APPLICABLE,1,29.24,0.8,347766,94.9,79.9
ENT_IN_23020,Mamta Patil,662,9.01,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,41.07,10.5,433237,88.3,84.3
ENT_IN_23021,Prakash Gowda,0,8.7,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,9.63,10.8,49931,67.7,49.2
ENT_IN_23022,Neha Singh,0,14.14,1,1,UDYAM-PB-03-2558007,NOT_APPLICABLE,1,24.06,4.1,204045,55.7,59.7
ENT_IN_23023,Suresh Sharma,706,9.22,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,7.76,8.6,172089,92.8,73.6
ENT_IN_23024,Mamta Rao,574,13.71,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,5.63,11.8,193639,89.4,71.3
ENT_IN_23025,Rekha Singh,807,13.15,0,1,NOT_REGISTERED,ACTIVE,1,16.06,10.3,388611,68.7,88.8
ENT_IN_23026,Fatima Kumar,842,3.7,1,1,NOT_REGISTERED,ACTIVE,1,12.72,3.7,273688,65.3,90.5
ENT_IN_23027,Prakash Kulkarni,609,13.27,1,1,UDYAM-UP-03-2019347,ACTIVE,1,5.89,11.3,117671,58.5,75.3
ENT_IN_23028,Karan Joshi,804,11.71,1,1,NOT_REGISTERED,ACTIVE,1,6.29,5.6,91333,35.8,77.0
ENT_IN_23029,Ganesh Rao,749,19.14,1,1,UDYAM-MH-03-3401374,NOT_APPLICABLE,1,25.51,2.6,170683,75.1,80.9
ENT_IN_23030,Radha Sheikh,633,17.12,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,14.15,2.8,387327,53.9,51.2
ENT_IN_23031,Shweta Khan,740,2.65,1,1,UDYAM-KA-03-6825008,ACTIVE,1,30.45,1.7,408408,83.0,94.7
ENT_IN_23032,Suresh Kaur,675,23.6,1,1,UDYAM-TN-03-2837306,ACTIVE,1,28.37,7.5,223919,55.0,86.3
ENT_IN_23033,Deepika Nair,661,21.01,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,7.52,6.6,86337,47.3,57.3
ENT_IN_23034,Sunita Gowda,601,4.14,1,1,UDYAM-UP-03-2563588,NOT_APPLICABLE,0,4.43,3.9,154900,70.3,63.6
ENT_IN_23035,Sanjay Verma,612,14.58,1,0,UDYAM-TN-03-7419495,ACTIVE,1,19.81,1.9,376989,87.1,77.7
ENT_IN_23036,Deepak Shah,585,20.97,1,1,UDYAM-PB-03-9845197,ACTIVE,1,42.0,2.0,413875,68.2,83.6
ENT_IN_23037,Anil Chaudhary,705,19.21,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,12.19,2.9,125318,72.7,73.8
ENT_IN_23038,Neha Kaur,808,0.49,1,1,UDYAM-UP-03-9523755,ACTIVE,1,6.63,7.9,307912,43.5,94.5
ENT_IN_23039,Meena Chaudhary,620,17.72,0,1,UDYAM-KA-03-5606968,ACTIVE,1,5.38,6.3,267685,97.7,78.6
ENT_IN_23040,Anita Chaudhary,668,9.22,1,1,UDYAM-KA-03-5920270,ACTIVE,0,1.76,6.4,169307,73.4,81.0
ENT_IN_23041,Mahesh Kumar,799,9.72,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,31.81,3.7,234551,35.7,81.0
ENT_IN_23042,Neha Gowda,745,14.6,1,1,UDYAM-GJ-03-3326537,NOT_APPLICABLE,1,14.41,10.0,101109,70.2,80.1
ENT_IN_23043,Mamta Khan,668,0.47,1,0,NOT_REGISTERED,ACTIVE,1,30.81,1.1,243315,64.9,78.8
ENT_IN_23044,Karan Sharma,619,0.4,1,1,UDYAM-PB-03-3579646,ACTIVE,1,38.17,6.7,436787,59.4,77.5
ENT_IN_23045,Sunil Nair,798,6.87,1,1,UDYAM-TN-03-3165338,NOT_APPLICABLE,1,40.46,2.3,335631,37.6,88.8
ENT_IN_23046,Amit Patel,0,23.52,1,1,UDYAM-TN-03-5929295,NOT_APPLICABLE,1,41.83,3.8,175798,61.7,62.2
ENT_IN_23047,Ananya Yadav,620,24.94,1,0,NOT_REGISTERED,UNREGISTERED,0,41.06,2.7,184764,37.9,42.0
ENT_IN_23048,Meena Joshi,741,19.69,1,1,UDYAM-GJ-03-9932054,UNREGISTERED,1,31.4,1.3,374693,97.3,92.1
ENT_IN_23049,Pradeep Gowda,780,3.52,1,1,UDYAM-KA-03-8670944,NOT_APPLICABLE,0,29.84,6.1,239861,79.7,88.9
ENT_IN_23050,Seema Mehta,731,5.43,1,1,UDYAM-GJ-03-1446105,ACTIVE,0,29.91,1.1,243398,67.7,79.3
ENT_IN_23051,Rahul Khan,0,21.91,0,1,UDYAM-TN-03-2162799,UNREGISTERED,1,35.44,3.7,329203,42.0,52.6
ENT_IN_23052,Sanjay Kaur,610,7.21,1,0,UDYAM-UP-03-6527880,ACTIVE,1,35.73,4.1,104480,98.3,77.6
ENT_IN_23053,Suresh Shah,847,5.8,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,16.17,5.0,22698,65.2,69.3
ENT_IN_23054,Sujata Singh,575,17.45,1,1,NOT_REGISTERED,ACTIVE,0,30.11,1.0,439473,42.6,60.4
ENT_IN_23055,Ayesha Chatterjee,805,17.59,1,1,UDYAM-KA-03-5646534,ACTIVE,1,27.23,2.8,54653,91.3,100.0
ENT_IN_23056,Harpreet Shah,0,11.15,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,29.23,8.3,297173,97.7,67.1
ENT_IN_23057,Deepika Sheikh,570,23.34,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,21.46,8.2,252952,63.1,64.1
ENT_IN_23058,Fatima Mishra,705,21.62,1,1,UDYAM-PB-03-5053855,ACTIVE,0,10.97,0.7,345323,87.4,89.4
ENT_IN_23059,Mamta Chatterjee,769,13.86,1,1,UDYAM-UP-03-3862815,NOT_APPLICABLE,0,12.84,7.9,57417,79.4,79.1
ENT_IN_23060,Ananya Yadav,551,5.7,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,41.68,7.3,231478,94.5,73.3
ENT_IN_23061,Ananya Mishra,822,23.41,1,1,UDYAM-UP-03-8951363,UNREGISTERED,1,2.35,9.6,415129,39.9,87.4
ENT_IN_23062,Geeta Kaur,774,5.9,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,21.05,5.8,448959,63.5,87.3
ENT_IN_23063,Kavita Kumar,686,1.77,1,0,NOT_REGISTERED,UNREGISTERED,1,12.17,3.7,442559,82.5,75.4
ENT_IN_23064,Pradeep Gupta,620,10.01,1,0,UDYAM-TN-03-9156413,NOT_APPLICABLE,0,11.35,9.9,115726,58.5,47.6
ENT_IN_23065,Fatima Shah,553,6.86,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,41.49,2.9,40157,95.9,67.1
ENT_IN_23066,Radha Rao,611,9.61,1,0,UDYAM-PB-03-6461428,NOT_APPLICABLE,0,12.0,1.5,435728,82.2,59.3
ENT_IN_23067,Simran Khan,762,24.32,1,1,UDYAM-MH-03-7459855,ACTIVE,1,34.48,10.6,279580,41.0,96.5
ENT_IN_23068,Mahesh Nair,767,23.9,1,1,UDYAM-GJ-03-2557385,NOT_APPLICABLE,1,40.45,10.1,317997,61.5,93.6
ENT_IN_23069,Sanjay Patel,827,14.07,1,1,UDYAM-UP-03-6878583,NOT_APPLICABLE,0,1.32,1.4,379233,52.7,80.2
ENT_IN_23070,Simran Mishra,712,23.13,1,1,UDYAM-UP-03-9713658,UNREGISTERED,1,37.59,8.7,263075,64.0,85.9
ENT_IN_23071,Radha Chaudhary,597,16.68,1,1,UDYAM-PB-03-8882966,NOT_APPLICABLE,1,21.04,6.8,392852,51.2,73.4
ENT_IN_23072,Prakash Sheikh,641,14.87,1,1,UDYAM-TN-03-3001130,NOT_APPLICABLE,1,6.77,3.1,313982,91.4,82.6
ENT_IN_23073,Arjun Gupta,720,5.02,1,1,UDYAM-MH-03-2380762,NOT_APPLICABLE,1,39.04,7.9,104978,56.1,75.8
ENT_IN_23074,Rohan Deshmukh,609,8.89,1,1,NOT_REGISTERED,ACTIVE,0,36.05,9.5,247851,86.2,71.3
ENT_IN_23075,Ayesha Kulkarni,0,7.17,0,1,UDYAM-GJ-03-5062800,ACTIVE,1,23.95,1.2,234228,85.3,70.5
ENT_IN_23076,Rohan Joshi,819,15.45,1,1,UDYAM-TN-03-5023615,ACTIVE,1,6.33,2.9,16731,61.1,89.4
ENT_IN_23077,Vikram Gupta,564,19.23,1,1,UDYAM-UP-03-6166396,NOT_APPLICABLE,1,39.17,2.2,46976,77.0,68.1
ENT_IN_23078,Simran Patil,653,5.36,1,1,UDYAM-GJ-03-7369861,UNREGISTERED,1,12.89,10.8,168430,89.4,87.3
ENT_IN_23079,Gurpreet Verma,802,22.18,1,1,UDYAM-UP-03-8004894,NOT_APPLICABLE,1,14.04,1.2,254078,98.8,100.0
ENT_IN_23080,Preeti Gupta,769,24.68,1,1,UDYAM-PB-03-8972385,ACTIVE,1,3.92,0.4,232195,63.3,100.0
ENT_IN_23081,Preeti Verma,822,11.92,1,1,UDYAM-PB-03-2034077,ACTIVE,1,30.5,9.8,221966,96.5,100.0
ENT_IN_23082,Kiran Rao,819,17.45,1,1,UDYAM-KA-03-9856293,NOT_APPLICABLE,0,3.17,9.8,209226,37.5,74.8
ENT_IN_23083,Mahesh Banerjee,823,5.27,0,1,NOT_REGISTERED,UNREGISTERED,1,37.75,1.8,250987,87.6,84.4
ENT_IN_23084,Deepika Yadav,611,18.08,1,1,UDYAM-UP-03-2158717,UNREGISTERED,0,19.88,2.5,114878,64.0,60.4
ENT_IN_23085,Harpreet Banerjee,550,16.48,1,1,UDYAM-KA-03-4741668,ACTIVE,0,37.02,11.9,368498,99.9,82.6
ENT_IN_23086,Deepak Nair,747,5.6,1,1,NOT_REGISTERED,ACTIVE,1,37.11,8.6,266619,80.1,87.2
ENT_IN_23087,Deepak Nair,775,0.42,1,1,UDYAM-MH-03-8477335,NOT_APPLICABLE,1,6.53,5.2,307398,61.4,94.6
ENT_IN_23088,Sunita Patil,815,15.09,1,1,UDYAM-TN-03-9064518,ACTIVE,1,19.2,6.8,211264,68.3,100.0
ENT_IN_23089,Arjun Das,800,7.16,1,1,UDYAM-MH-03-2313534,NOT_APPLICABLE,0,5.73,3.5,81853,42.9,72.9
ENT_IN_23090,Meena Patil,729,23.42,1,1,UDYAM-GJ-03-7520577,ACTIVE,1,39.19,4.6,347694,88.5,99.8
ENT_IN_23091,Shweta Mishra,0,19.65,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,15.08,5.0,23832,87.8,42.9
ENT_IN_23092,Amit Patil,604,22.06,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,39.52,4.7,188650,69.5,64.8
ENT_IN_23093,Harpreet Deshmukh,713,23.09,1,1,UDYAM-PB-03-8035198,NOT_APPLICABLE,1,24.44,7.0,20223,91.7,80.1
ENT_IN_23094,Ganesh Kulkarni,834,22.93,1,1,UDYAM-UP-03-2501349,ACTIVE,1,1.38,8.4,240364,35.5,96.4
ENT_IN_23095,Vikram Rao,645,4.8,1,1,UDYAM-PB-03-3387345,ACTIVE,1,35.81,9.5,380234,53.5,75.5
ENT_IN_23096,Arjun Kaur,846,20.6,1,1,NOT_REGISTERED,ACTIVE,1,22.09,1.5,428642,46.1,90.6
ENT_IN_23097,Suresh Reddy,764,9.8,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,20.0,0.2,391872,66.1,85.1
ENT_IN_23098,Simran Das,783,12.43,1,1,UDYAM-PB-03-4820558,NOT_APPLICABLE,0,9.82,7.0,200095,87.8,87.2
ENT_IN_23099,Harpreet Nair,829,18.99,1,1,NOT_REGISTERED,UNREGISTERED,1,0.35,11.3,117888,91.9,84.9
ENT_IN_23100,Pooja Patel,629,10.74,1,1,UDYAM-GJ-03-2171554,ACTIVE,1,28.8,1.1,216667,86.8,86.0
ENT_IN_23101,Rohan Rao,0,14.33,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,29.71,2.9,160111,75.1,45.6
ENT_IN_23102,Dinesh Reddy,830,21.76,1,1,UDYAM-MH-03-9949895,ACTIVE,1,2.31,2.5,443575,73.8,100.0
ENT_IN_23103,Sunil Sheikh,610,13.91,1,1,UDYAM-PB-03-6253446,NOT_APPLICABLE,1,44.9,5.9,204453,78.7,75.3
ENT_IN_23104,Neha Sharma,726,2.97,0,1,UDYAM-UP-03-4028496,UNREGISTERED,0,6.61,2.8,326925,78.0,71.8
ENT_IN_23105,Ashok Verma,644,20.98,1,1,UDYAM-MH-03-8133531,ACTIVE,0,27.1,1.6,371237,36.0,62.7
ENT_IN_23106,Mahesh Kumar,825,14.6,1,1,UDYAM-TN-03-1613718,UNREGISTERED,0,9.23,2.5,290924,67.9,84.5
ENT_IN_23107,Preeti Gupta,843,14.87,1,1,UDYAM-GJ-03-3986692,ACTIVE,1,38.58,3.5,448831,87.4,100.0
ENT_IN_23108,Prakash Deshmukh,679,0.54,1,1,UDYAM-TN-03-2322236,ACTIVE,1,39.59,8.0,284569,74.5,94.3
ENT_IN_23109,Sunil Singh,550,6.53,1,1,UDYAM-PB-03-6257763,UNREGISTERED,1,41.66,5.1,368811,85.9,79.1
ENT_IN_23110,Ashok Reddy,733,5.32,1,1,UDYAM-PB-03-6459958,NOT_APPLICABLE,1,9.65,1.7,171479,40.8,76.2
ENT_IN_23111,Dinesh Deshmukh,805,22.14,1,1,UDYAM-GJ-03-7222428,ACTIVE,1,22.92,7.9,188850,90.2,100.0
ENT_IN_23112,Rahul Sharma,752,16.17,1,1,UDYAM-TN-03-8192748,ACTIVE,1,29.79,5.1,277510,68.5,100.0
ENT_IN_23113,Simran Sharma,762,24.14,1,1,UDYAM-MH-03-9815218,NOT_APPLICABLE,1,41.02,4.6,143740,86.2,93.4
ENT_IN_23114,Pradeep Yadav,744,24.71,1,1,UDYAM-KA-03-9472778,NOT_APPLICABLE,0,23.93,10.2,239557,93.5,81.1
ENT_IN_23115,Sangeeta Verma,707,2.76,1,1,UDYAM-GJ-03-1133930,ACTIVE,1,14.96,2.1,96700,75.0,89.8
ENT_IN_23116,Gurpreet Reddy,685,6.0,1,1,NOT_REGISTERED,UNREGISTERED,0,16.58,11.1,428997,43.2,58.5
ENT_IN_23117,Mahesh Kaur,742,23.45,1,1,UDYAM-MH-03-5104400,ACTIVE,1,32.67,8.9,288186,51.6,86.6
ENT_IN_23118,Ashok Shah,0,24.86,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,33.35,7.1,260219,87.4,62.9
ENT_IN_23119,Ashok Chatterjee,590,24.89,1,0,NOT_REGISTERED,ACTIVE,1,27.17,2.3,63439,69.1,60.6
ENT_IN_23120,Neha Yadav,608,19.71,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,40.07,0.9,142138,87.6,66.8
ENT_IN_23121,Preeti Chatterjee,725,8.07,1,1,UDYAM-PB-03-5114150,NOT_APPLICABLE,1,37.16,7.9,387651,43.8,81.9
ENT_IN_23122,Vijay Reddy,751,12.98,1,1,NOT_REGISTERED,ACTIVE,1,15.63,1.5,194606,73.1,94.7
ENT_IN_23123,Deepak Gupta,0,4.04,1,1,UDYAM-MH-03-4341274,NOT_APPLICABLE,1,15.92,2.2,88045,78.2,61.8
ENT_IN_23124,Kiran Singh,582,4.11,1,1,UDYAM-PB-03-2534414,NOT_APPLICABLE,0,3.17,7.6,443265,58.6,64.5
ENT_IN_23125,Mohammed Kulkarni,697,16.68,1,1,UDYAM-GJ-03-9066467,ACTIVE,1,34.52,9.9,237520,48.5,84.6
ENT_IN_23126,Suresh Verma,770,9.72,1,1,UDYAM-KA-03-4550722,NOT_APPLICABLE,1,8.29,0.4,379276,89.6,97.6
ENT_IN_23127,Geeta Das,821,22.95,1,1,UDYAM-GJ-03-4402261,NOT_APPLICABLE,1,27.13,5.3,49282,36.2,79.7
ENT_IN_23128,Karan Gowda,839,17.55,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,36.92,2.5,102767,61.6,73.9
ENT_IN_23129,Lakshmi Singh,623,18.36,0,1,UDYAM-PB-03-6827696,UNREGISTERED,1,9.24,7.1,255605,60.9,67.4
ENT_IN_23130,Pooja Khan,566,12.59,1,1,UDYAM-MH-03-4886838,UNREGISTERED,1,27.27,6.6,386704,43.2,69.6
ENT_IN_23131,Rajesh Gupta,564,11.86,1,1,UDYAM-MH-03-9563060,ACTIVE,1,4.92,10.8,358895,54.9,76.0
ENT_IN_23132,Priya Kulkarni,586,8.0,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,40.13,2.7,334261,51.0,53.6
ENT_IN_23133,Deepak Khan,0,4.3,1,1,UDYAM-PB-03-1103776,NOT_APPLICABLE,1,42.2,2.1,38165,43.4,51.7
ENT_IN_23134,Sangeeta Reddy,821,16.34,1,1,UDYAM-UP-03-9233623,NOT_APPLICABLE,1,8.55,1.9,338535,39.0,87.7
ENT_IN_23135,Ramesh Gupta,612,9.37,1,1,UDYAM-UP-03-1607696,UNREGISTERED,1,17.95,8.2,338644,84.6,78.9
ENT_IN_23136,Neha Deshmukh,598,11.15,1,1,UDYAM-GJ-03-5449200,ACTIVE,0,21.28,5.0,198471,90.1,77.8
ENT_IN_23137,Suresh Mehta,634,3.52,1,1,NOT_REGISTERED,UNREGISTERED,1,43.99,6.8,406813,45.3,62.4
ENT_IN_23138,Geeta Sharma,569,8.69,1,1,UDYAM-MH-03-6682655,ACTIVE,1,10.6,4.2,57235,43.7,67.1
ENT_IN_23139,Preeti Kulkarni,0,15.16,1,1,UDYAM-PB-03-9580073,NOT_APPLICABLE,0,31.33,2.9,116220,42.2,44.3
ENT_IN_23140,Rohan Gupta,608,5.7,1,1,UDYAM-PB-03-8362480,UNREGISTERED,1,8.06,0.9,436917,37.8,68.2
ENT_IN_23141,Deepak Chatterjee,0,18.7,1,0,NOT_REGISTERED,ACTIVE,1,36.78,8.8,395019,76.4,58.7
ENT_IN_23142,Manoj Gupta,753,21.6,1,1,NOT_REGISTERED,UNREGISTERED,1,21.89,0.7,204790,88.7,88.4
ENT_IN_23143,Deepika Gupta,0,8.4,1,0,UDYAM-KA-03-9966568,NOT_APPLICABLE,1,39.07,0.3,354718,84.5,60.5
ENT_IN_23144,Ganesh Singh,690,14.72,1,1,NOT_REGISTERED,ACTIVE,0,31.26,3.2,185147,43.4,63.5
ENT_IN_23145,Ananya Yadav,703,9.98,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,21.45,10.5,294527,76.9,71.2
ENT_IN_23146,Neha Kumar,831,8.13,1,1,UDYAM-KA-03-3886734,UNREGISTERED,1,37.78,9.5,253658,42.4,86.2
ENT_IN_23147,Savita Kaur,841,23.26,1,1,UDYAM-UP-03-5881945,NOT_APPLICABLE,1,42.15,11.4,55068,60.3,82.5
ENT_IN_23148,Lakshmi Banerjee,602,19.02,1,1,UDYAM-GJ-03-8604196,ACTIVE,1,28.08,2.4,91992,44.4,70.6
ENT_IN_23149,Arjun Mishra,784,8.17,1,1,UDYAM-UP-03-4944366,UNREGISTERED,0,8.64,0.1,420095,85.0,91.7
ENT_IN_23150,Anil Kumar,639,6.84,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,36.61,0.3,274457,55.6,66.7
ENT_IN_23151,Neha Khan,808,24.93,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,40.83,5.3,55351,67.8,73.9
ENT_IN_23152,Bhavna Singh,648,10.68,1,1,UDYAM-GJ-03-2137823,NOT_APPLICABLE,1,27.38,5.7,371221,75.0,78.6
ENT_IN_23153,Arjun Chaudhary,673,17.08,0,1,NOT_REGISTERED,ACTIVE,1,20.73,0.9,305162,90.7,81.2
ENT_IN_23154,Sanjay Kaur,761,16.77,1,1,UDYAM-PB-03-4982674,NOT_APPLICABLE,0,0.53,11.8,382135,39.9,78.2
ENT_IN_23155,Amit Yadav,604,4.03,1,1,UDYAM-KA-03-3443978,UNREGISTERED,1,25.35,6.8,345845,54.6,74.6
ENT_IN_23156,Sujata Rao,727,2.22,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,30.47,1.1,73730,80.9,73.7
ENT_IN_23157,Rohan Mishra,600,12.89,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,12.56,8.8,399678,56.6,61.5
ENT_IN_23158,Kiran Das,807,9.95,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,40.48,2.1,71747,91.7,86.4
ENT_IN_23159,Savita Shah,621,0.84,1,0,UDYAM-MH-03-9575844,NOT_APPLICABLE,0,31.2,11.9,290144,44.2,49.1
ENT_IN_23160,Rekha Chatterjee,749,23.09,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,4.33,3.0,230586,48.9,73.3
ENT_IN_23161,Lakshmi Mishra,659,0.14,1,1,NOT_REGISTERED,ACTIVE,1,6.33,9.8,195337,42.7,77.8
ENT_IN_23162,Savita Gowda,796,17.05,1,1,UDYAM-GJ-03-9511535,NOT_APPLICABLE,1,0.65,0.7,48471,43.9,78.3
ENT_IN_23163,Anil Rao,742,3.18,1,0,UDYAM-GJ-03-8730224,NOT_APPLICABLE,1,20.26,9.2,312047,73.5,77.2
ENT_IN_23164,Sanjay Sharma,0,18.56,1,1,UDYAM-PB-03-2656936,NOT_APPLICABLE,1,26.46,3.3,443846,85.2,68.6
ENT_IN_23165,Ganesh Deshmukh,670,14.63,1,1,UDYAM-PB-03-9619613,ACTIVE,0,25.9,0.1,380513,84.9,88.5
ENT_IN_23166,Seema Kumar,757,17.73,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,22.64,10.6,408559,47.1,83.5
ENT_IN_23167,Neha Verma,671,14.92,1,1,UDYAM-PB-03-8791543,ACTIVE,1,20.95,2.1,417718,46.0,85.0
ENT_IN_23168,Seema Reddy,656,18.08,1,1,UDYAM-UP-03-6371042,UNREGISTERED,1,6.36,6.7,406660,67.1,87.5
ENT_IN_23169,Preeti Gowda,812,1.29,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,30.66,8.1,268023,73.8,89.6
ENT_IN_23170,Tariq Shah,792,14.84,1,0,UDYAM-UP-03-7842163,NOT_APPLICABLE,1,38.56,6.1,392731,61.3,86.0
ENT_IN_23171,Mahesh Kumar,821,8.68,1,1,UDYAM-UP-03-3023678,ACTIVE,1,33.94,0.7,329338,96.9,100.0
ENT_IN_23172,Mahesh Yadav,660,5.95,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,14.48,0.8,375299,78.9,79.9
ENT_IN_23173,Anita Reddy,705,0.91,1,1,NOT_REGISTERED,ACTIVE,1,4.91,4.4,145701,72.9,82.1
ENT_IN_23174,Radha Shah,552,0.8,1,1,UDYAM-UP-03-5610425,ACTIVE,0,26.51,0.3,384374,56.6,70.9
ENT_IN_23175,Manoj Gowda,804,17.53,1,1,NOT_REGISTERED,ACTIVE,1,33.22,1.0,424291,81.9,100.0
ENT_IN_23176,Tariq Chaudhary,845,16.26,1,1,UDYAM-UP-03-1884603,NOT_APPLICABLE,1,35.34,6.9,236797,49.2,92.1
ENT_IN_23177,Kiran Verma,838,24.63,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,10.71,9.7,272405,78.9,92.4
