application_id,applicant_name,state,reported_annual_income_inr,tax_vault_verified_income_inr,income_discrepancy_ratio,duplicate_bank_account_flag,duplicate_aadhaar_flag,ip_geo_mismatch,ip_address_changes_count,document_forgery_risk_score,caste_certificate_verification_status,target_is_fraudulent
FRAUD_IN_42062,Prakash Deshmukh,Odisha,284055,315492,1.11,0,0,0,3,0.15,NOT_REQUIRED,0
FRAUD_IN_42063,Mamta Mehta,Kerala,229131,211427,0.92,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_42064,Ananya Das,Maharashtra,246011,263513,1.07,0,0,0,2,0.14,NOT_REQUIRED,0
FRAUD_IN_42065,Anil Sheikh,Haryana,53475,52940,0.99,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_42066,Harpreet Verma,Punjab,81228,88047,1.08,0,0,0,4,0.21,NOT_REQUIRED,0
FRAUD_IN_42067,Neha Banerjee,Uttar Pradesh,291156,284040,0.98,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_42068,Geeta Mehta,West Bengal,203008,1398774,6.89,0,1,0,16,0.91,SUSPICIOUS,1
FRAUD_IN_42069,Ayesha Kumar,Bihar,98528,96433,0.98,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42070,Ananya Kaur,Punjab,309624,296770,0.96,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_42071,Prakash Yadav,Assam,423952,401428,0.95,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_42072,Preeti Kaur,Punjab,372787,409328,1.1,0,0,0,1,0.1,NOT_REQUIRED,0
FRAUD_IN_42073,Mamta Gowda,Assam,47529,47608,1.0,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_42074,Sangeeta Nair,Madhya Pradesh,278442,267829,0.96,0,0,0,4,0.02,VERIFIED_VALID,0
FRAUD_IN_42075,Pooja Chatterjee,Assam,333660,358364,1.07,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_42076,Dinesh Khan,Assam,243809,1750920,7.18,0,1,1,14,0.89,SUSPICIOUS,1
FRAUD_IN_42077,Dinesh Reddy,Tamil Nadu,150161,149558,1.0,0,0,0,4,0.12,VERIFIED_VALID,0
FRAUD_IN_42078,Deepika Patil,Karnataka,133639,144557,1.08,0,0,0,1,0.02,VERIFIED_VALID,0
FRAUD_IN_42079,Manoj Mehta,Rajasthan,444244,466401,1.05,0,0,0,1,0.22,VERIFIED_VALID,0
FRAUD_IN_42080,Ayesha Reddy,Tamil Nadu,391395,1591779,4.07,1,1,1,25,0.87,SUSPICIOUS,1
FRAUD_IN_42081,Simran Banerjee,Bihar,284470,318390,1.12,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_42082,Vikram Patil,Bihar,314095,341810,1.09,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_42083,Karan Banerjee,Bihar,110282,105353,0.96,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_42084,Arjun Yadav,Assam,48121,50128,1.04,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_42085,Vikram Patil,Maharashtra,443974,468877,1.06,0,0,0,2,0.01,VERIFIED_VALID,0
FRAUD_IN_42086,Radha Deshmukh,West Bengal,409199,1704148,4.16,0,1,1,18,0.73,SUSPICIOUS,1
FRAUD_IN_42087,Rekha Kulkarni,West Bengal,54303,60543,1.11,0,0,0,1,0.06,NOT_REQUIRED,0
FRAUD_IN_42088,Meena Gupta,Tamil Nadu,173570,192684,1.11,0,0,1,2,0.14,VERIFIED_VALID,0
FRAUD_IN_42089,Rajesh Singh,Punjab,253833,277843,1.09,0,0,0,2,0.06,NOT_REQUIRED,0
FRAUD_IN_42090,Sanjay Das,Tamil Nadu,417123,475720,1.14,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_42091,Ganesh Yadav,West Bengal,290116,287070,0.99,0,0,0,4,0.04,NOT_REQUIRED,0
FRAUD_IN_42092,Rekha Gowda,Bihar,297587,285783,0.96,0,0,0,1,0.22,NOT_REQUIRED,0
FRAUD_IN_42093,Manoj Rao,West Bengal,192530,191639,1.0,0,0,1,3,0.07,VERIFIED_VALID,0
FRAUD_IN_42094,Amit Kulkarni,Punjab,222054,739416,3.33,0,0,0,25,0.83,SUSPICIOUS,1
FRAUD_IN_42095,Ananya Sheikh,Odisha,444603,468775,1.05,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_42096,Rekha Kulkarni,Maharashtra,220017,245802,1.12,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_42097,Gurpreet Reddy,Odisha,46070,52866,1.15,0,0,0,1,0.18,NOT_REQUIRED,0
FRAUD_IN_42098,Karan Shah,Haryana,232007,245469,1.06,0,0,1,2,0.03,VERIFIED_VALID,0
FRAUD_IN_42099,Deepika Yadav,Uttar Pradesh,64041,69069,1.08,0,0,0,1,0.09,NOT_REQUIRED,0
FRAUD_IN_42100,Harpreet Banerjee,Odisha,127808,136730,1.07,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_42101,Manoj Sharma,Gujarat,284344,276716,0.97,0,0,0,3,0.0,VERIFIED_VALID,0
FRAUD_IN_42102,Meena Chatterjee,Karnataka,221206,252160,1.14,0,0,0,1,0.11,NOT_REQUIRED,0
FRAUD_IN_42103,Harpreet Khan,Gujarat,137751,458920,3.33,0,1,0,22,0.96,FAKE_CERTIFICATE,1
FRAUD_IN_42104,Rahul Mishra,Kerala,252955,269237,1.06,0,0,0,1,0.1,NOT_REQUIRED,0
FRAUD_IN_42105,Suresh Gowda,Maharashtra,191317,197646,1.03,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_42106,Pooja Gupta,Assam,370484,366091,0.99,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_42107,Rekha Yadav,Tamil Nadu,190175,208461,1.1,0,0,0,3,0.07,VERIFIED_VALID,0
FRAUD_IN_42108,Vikram Joshi,Odisha,78681,82559,1.05,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_42109,Deepak Das,Tamil Nadu,109290,105195,0.96,0,0,1,4,0.16,VERIFIED_VALID,0
FRAUD_IN_42110,Deepika Mehta,Bihar,408919,423877,1.04,0,0,0,4,0.13,VERIFIED_VALID,0
FRAUD_IN_42111,Pradeep Das,Assam,165626,161191,0.97,0,0,0,1,0.06,VERIFIED_VALID,0
FRAUD_IN_42112,Meena Shah,Bihar,177774,169518,0.95,0,0,0,2,0.12,VERIFIED_VALID,0
FRAUD_IN_42113,Karan Rao,West Bengal,216567,214622,0.99,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_42114,Kiran Shah,Karnataka,104345,116759,1.12,0,0,0,2,0.18,NOT_REQUIRED,0
FRAUD_IN_42115,Sujata Khan,Karnataka,295817,283986,0.96,0,0,0,3,0.08,VERIFIED_VALID,0
FRAUD_IN_42116,Geeta Shah,Kerala,366634,373896,1.02,0,0,0,1,0.02,VERIFIED_VALID,0
FRAUD_IN_42117,Mohammed Yadav,Punjab,343143,338638,0.99,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_42118,Bhavna Chatterjee,Maharashtra,171274,194735,1.14,0,0,0,4,0.19,VERIFIED_VALID,0
FRAUD_IN_42119,Pradeep Khan,Uttar Pradesh,308840,343706,1.11,0,0,0,3,0.09,VERIFIED_VALID,0
FRAUD_IN_42120,Simran Kaur,Odisha,325781,345338,1.06,0,0,0,1,0.14,VERIFIED_VALID,0
FRAUD_IN_42121,Arjun Singh,Gujarat,237671,222084,0.93,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_42122,Lakshmi Gupta,Rajasthan,340038,364795,1.07,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_42123,Tariq Verma,Kerala,194752,180564,0.93,0,0,0,4,0.2,NOT_REQUIRED,0
FRAUD_IN_42124,Sunil Kumar,Maharashtra,370847,347739,0.94,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_42125,Radha Sharma,Bihar,288456,330766,1.15,0,0,0,4,0.03,NOT_REQUIRED,0
FRAUD_IN_42126,Shweta Gowda,Odisha,351484,355504,1.01,0,0,0,2,0.15,NOT_REQUIRED,0
FRAUD_IN_42127,Anita Gowda,Madhya Pradesh,106966,116806,1.09,0,0,0,3,0.01,VERIFIED_VALID,0
FRAUD_IN_42128,Bhavna Reddy,Assam,144626,155454,1.07,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_42129,Sunita Nair,Odisha,40344,39237,0.97,0,0,0,3,0.07,VERIFIED_VALID,0
FRAUD_IN_42130,Mohammed Patil,Bihar,273285,1473175,5.39,1,1,1,21,0.81,SUSPICIOUS,1
FRAUD_IN_42131,Priya Gowda,Kerala,190229,204637,1.08,0,0,0,3,0.2,NOT_REQUIRED,0
FRAUD_IN_42132,Ganesh Sharma,Maharashtra,121915,139682,1.15,0,0,0,4,0.01,NOT_REQUIRED,0
FRAUD_IN_42133,Deepika Deshmukh,Punjab,341787,347479,1.02,0,0,0,4,0.03,VERIFIED_VALID,0
FRAUD_IN_42134,Kiran Khan,Gujarat,150318,144725,0.96,0,0,0,3,0.08,NOT_REQUIRED,0
FRAUD_IN_42135,Rohan Mishra,Haryana,224970,225243,1.0,0,0,0,2,0.03,VERIFIED_VALID,0
FRAUD_IN_42136,Amit Kaur,Gujarat,114482,123677,1.08,0,0,0,4,0.17,NOT_REQUIRED,0
FRAUD_IN_42137,Mamta Yadav,Punjab,82248,78639,0.96,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_42138,Pradeep Chaudhary,West Bengal,64201,320808,5.0,1,0,0,9,0.95,UNVERIFIED,1
FRAUD_IN_42139,Deepak Gowda,Rajasthan,210584,232165,1.1,0,0,0,1,0.16,NOT_REQUIRED,0
FRAUD_IN_42140,Sanjay Verma,Kerala,385848,441134,1.14,0,0,0,3,0.21,NOT_REQUIRED,0
FRAUD_IN_42141,Sunita Kumar,Tamil Nadu,184874,195651,1.06,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_42142,Kavita Joshi,Odisha,254589,238897,0.94,0,0,0,2,0.12,NOT_REQUIRED,0
FRAUD_IN_42143,Sunita Sheikh,Punjab,175358,931435,5.31,1,0,1,16,0.94,FAKE_CERTIFICATE,1
FRAUD_IN_42144,Ananya Gupta,Kerala,36427,40783,1.12,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_42145,Dinesh Khan,Maharashtra,449051,471538,1.05,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_42146,Anil Joshi,Uttar Pradesh,361352,408232,1.13,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_42147,Rajesh Singh,Madhya Pradesh,110819,123350,1.11,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_42148,Suresh Nair,Punjab,346800,319079,0.92,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_42149,Rekha Singh,Uttar Pradesh,166184,1336993,8.05,1,1,0,34,0.94,UNVERIFIED,1
FRAUD_IN_42150,Mamta Mishra,Madhya Pradesh,156866,164188,1.05,0,0,0,1,0.0,VERIFIED_VALID,0
FRAUD_IN_42151,Sangeeta Joshi,West Bengal,169575,178387,1.05,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_42152,Ganesh Singh,West Bengal,300585,303217,1.01,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42153,Shweta Verma,Assam,72151,68943,0.96,0,0,0,1,0.05,VERIFIED_VALID,0
FRAUD_IN_42154,Sanjay Patil,Gujarat,157599,159816,1.01,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_42155,Sanjay Sharma,Kerala,166517,172329,1.03,0,0,0,1,0.01,NOT_REQUIRED,0
FRAUD_IN_42156,Mamta Reddy,Bihar,70217,64999,0.93,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_42157,Sunita Chatterjee,Gujarat,241419,256686,1.06,0,0,0,3,0.01,NOT_REQUIRED,0
FRAUD_IN_42158,Sangeeta Gupta,Gujarat,335120,2538554,7.58,1,1,1,11,0.79,SUSPICIOUS,1
FRAUD_IN_42159,Deepika Sharma,Gujarat,289419,1239532,4.28,1,0,0,27,0.84,UNVERIFIED,1
FRAUD_IN_42160,Harpreet Mishra,Bihar,82252,89139,1.08,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_42161,Mamta Gupta,Punjab,336585,351595,1.04,0,0,0,2,0.11,VERIFIED_VALID,0
FRAUD_IN_42162,Karan Mehta,West Bengal,407008,460288,1.13,0,0,0,3,0.08,VERIFIED_VALID,0
FRAUD_IN_42163,Sunil Nair,Bihar,169224,184347,1.09,0,0,1,4,0.11,VERIFIED_VALID,0
FRAUD_IN_42164,Dinesh Singh,Maharashtra,291321,333535,1.14,0,0,0,2,0.03,NOT_REQUIRED,0
FRAUD_IN_42165,Neha Rao,Kerala,169665,189451,1.12,0,0,0,4,0.02,VERIFIED_VALID,0
FRAUD_IN_42166,Anita Shah,Rajasthan,325292,363192,1.12,0,0,0,2,0.01,NOT_REQUIRED,0
FRAUD_IN_42167,Prakash Banerjee,Gujarat,40729,41126,1.01,0,0,0,4,0.17,VERIFIED_VALID,0
FRAUD_IN_42168,Ramesh Singh,Punjab,251229,256706,1.02,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_42169,Deepika Kulkarni,Kerala,158529,158316,1.0,0,0,0,1,0.08,VERIFIED_VALID,0
FRAUD_IN_42170,Deepika Shah,Karnataka,87019,99307,1.14,0,0,0,4,0.1,NOT_REQUIRED,0
FRAUD_IN_42171,Kavita Gupta,Odisha,140156,852047,6.08,1,1,1,9,0.9,FAKE_CERTIFICATE,1
FRAUD_IN_42172,Savita Joshi,Rajasthan,209074,239560,1.15,0,0,0,4,0.13,VERIFIED_VALID,0
FRAUD_IN_42173,Amit Kaur,Punjab,104498,107221,1.03,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42174,Lakshmi Kaur,Haryana,391292,424870,1.09,0,0,0,2,0.2,VERIFIED_VALID,0
FRAUD_IN_42175,Gurpreet Patel,Punjab,439911,462051,1.05,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_42176,Seema Joshi,West Bengal,441506,407230,0.92,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_42177,Sanjay Singh,Maharashtra,351511,347652,0.99,0,0,0,4,0.12,VERIFIED_VALID,0
FRAUD_IN_42178,Sunita Nair,Karnataka,102701,106362,1.04,0,0,0,3,0.1,NOT_REQUIRED,0
FRAUD_IN_42179,Sunil Reddy,Tamil Nadu,41366,38859,0.94,0,0,0,1,0.15,NOT_REQUIRED,0
FRAUD_IN_42180,Rohan Banerjee,Kerala,398562,380059,0.95,0,0,0,4,0.15,VERIFIED_VALID,0
FRAUD_IN_42181,Simran Deshmukh,Kerala,37542,36445,0.97,0,0,1,3,0.19,NOT_REQUIRED,0
FRAUD_IN_42182,Arjun Patel,Odisha,182679,192044,1.05,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_42183,Bhavna Patil,Madhya Pradesh,72007,69506,0.97,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_42184,Meena Singh,Punjab,328733,353328,1.07,0,0,0,4,0.05,VERIFIED_VALID,0
FRAUD_IN_42185,Pradeep Das,Tamil Nadu,86582,88006,1.02,0,0,0,3,0.18,VERIFIED_VALID,0
FRAUD_IN_42186,Shweta Mishra,Bihar,98970,109075,1.1,0,0,0,4,0.05,VERIFIED_VALID,0
FRAUD_IN_42187,Anil Gupta,Odisha,235322,1406965,5.98,0,1,1,29,0.73,UNVERIFIED,1
FRAUD_IN_42188,Anil Deshmukh,Uttar Pradesh,344517,388094,1.13,0,0,0,1,0.18,VERIFIED_VALID,0
FRAUD_IN_42189,Neha Sharma,Bihar,229581,225744,0.98,0,0,0,1,0.09,VERIFIED_VALID,0
FRAUD_IN_42190,Sujata Mishra,Gujarat,363813,391928,1.08,0,0,0,3,0.12,VERIFIED_VALID,0
FRAUD_IN_42191,Mohammed Verma,Tamil Nadu,186679,193056,1.03,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_42192,Dinesh Das,Rajasthan,406800,395328,0.97,0,0,0,1,0.11,VERIFIED_VALID,0
FRAUD_IN_42193,Dinesh Nair,Tamil Nadu,404181,419251,1.04,0,0,0,3,0.07,VERIFIED_VALID,0
FRAUD_IN_42194,Rohan Patil,Kerala,166429,182343,1.1,0,0,0,2,0.06,VERIFIED_VALID,0
FRAUD_IN_42195,Geeta Gowda,Karnataka,114772,128860,1.12,0,0,0,2,0.16,VERIFIED_VALID,0
FRAUD_IN_42196,Neha Banerjee,Odisha,368636,1727315,4.69,1,0,0,17,0.95,SUSPICIOUS,1
FRAUD_IN_42197,Preeti Das,Karnataka,417644,450362,1.08,0,0,0,1,0.01,NOT_REQUIRED,0
FRAUD_IN_42198,Rekha Verma,Bihar,340304,342822,1.01,0,0,0,2,0.05,VERIFIED_VALID,0
FRAUD_IN_42199,Manoj Das,Bihar,227940,230731,1.01,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_42200,Lakshmi Shah,Uttar Pradesh,252890,283324,1.12,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_42201,Simran Mishra,Madhya Pradesh,448189,431546,0.96,0,0,0,4,0.14,NOT_REQUIRED,0
FRAUD_IN_42202,Deepak Rao,Kerala,108421,112533,1.04,0,0,0,1,0.18,VERIFIED_VALID,0
FRAUD_IN_42203,Sunil Rao,Karnataka,285007,307588,1.08,0,0,0,3,0.12,NOT_REQUIRED,0
FRAUD_IN_42204,Amit Chaudhary,Bihar,232533,259720,1.12,0,0,0,2,0.11,VERIFIED_VALID,0
FRAUD_IN_42205,Ramesh Yadav,Tamil Nadu,449073,452610,1.01,0,0,0,4,0.14,VERIFIED_VALID,0
FRAUD_IN_42206,Sangeeta Banerjee,Kerala,258549,268643,1.04,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_42207,Vikram Singh,Gujarat,184077,172118,0.94,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_42208,Neha Gowda,Gujarat,414611,468621,1.13,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_42209,Geeta Chaudhary,Karnataka,321445,310272,0.97,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_42210,Deepak Kumar,Maharashtra,328626,321737,0.98,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42211,Pooja Patil,Karnataka,194725,1529664,7.86,1,1,1,7,0.91,UNVERIFIED,1
FRAUD_IN_42212,Deepika Kumar,Kerala,261918,247794,0.95,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_42213,Vijay Shah,Assam,187503,214661,1.14,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_42214,Kavita Patil,West Bengal,86497,87178,1.01,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_42215,Shweta Kaur,Assam,268362,300975,1.12,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_42216,Ramesh Kulkarni,Tamil Nadu,72382,73345,1.01,0,0,0,2,0.14,VERIFIED_VALID,0
FRAUD_IN_42217,Vikram Mishra,Rajasthan,281121,319881,1.14,0,0,0,2,0.04,VERIFIED_VALID,0
FRAUD_IN_42218,Radha Patil,Maharashtra,55829,52803,0.95,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_42219,Anita Patel,Odisha,285660,265926,0.93,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42220,Kavita Reddy,Maharashtra,40750,44675,1.1,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_42221,Vijay Rao,Punjab,376261,351294,0.93,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_42222,Sunita Gowda,Kerala,281403,313431,1.11,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_42223,Savita Khan,Assam,198801,188983,0.95,0,0,0,4,0.16,NOT_REQUIRED,0
FRAUD_IN_42224,Ananya Banerjee,Tamil Nadu,107290,526907,4.91,1,1,1,17,0.94,SUSPICIOUS,1
FRAUD_IN_42225,Suresh Verma,Rajasthan,213805,214861,1.0,0,0,0,3,0.1,NOT_REQUIRED,0
FRAUD_IN_42226,Ganesh Chaudhary,Rajasthan,145183,147091,1.01,0,0,0,2,0.02,VERIFIED_VALID,0
FRAUD_IN_42227,Lakshmi Patil,Kerala,411801,437568,1.06,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_42228,Vikram Sheikh,West Bengal,331161,355284,1.07,0,0,0,4,0.03,VERIFIED_VALID,0
FRAUD_IN_42229,Lakshmi Gupta,Madhya Pradesh,430012,453706,1.06,0,0,0,4,0.09,NOT_REQUIRED,0
FRAUD_IN_42230,Sujata Patil,Odisha,379322,408546,1.08,0,0,0,3,0.16,NOT_REQUIRED,0
FRAUD_IN_42231,Amit Chatterjee,Bihar,101980,116596,1.14,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_42232,Mahesh Das,Odisha,89856,99229,1.1,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_42233,Geeta Shah,Madhya Pradesh,116894,108469,0.93,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_42234,Simran Mehta,Gujarat,309748,335077,1.08,0,0,0,4,0.14,NOT_REQUIRED,0
FRAUD_IN_42235,Sunil Joshi,Uttar Pradesh,315478,330531,1.05,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_42236,Ayesha Mehta,West Bengal,103348,747873,7.24,0,1,1,15,0.88,FAKE_CERTIFICATE,1
FRAUD_IN_42237,Pradeep Khan,Uttar Pradesh,141996,133460,0.94,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_42238,Sujata Khan,Gujarat,282570,300340,1.06,0,0,0,4,0.2,VERIFIED_VALID,0
FRAUD_IN_42239,Preeti Sharma,Kerala,129114,125224,0.97,0,0,0,2,0.1,NOT_REQUIRED,0
FRAUD_IN_42240,Priya Chaudhary,Madhya Pradesh,365038,346214,0.95,0,0,0,2,0.03,NOT_REQUIRED,0
FRAUD_IN_42241,Sunita Rao,Madhya Pradesh,171272,161441,0.94,0,0,0,4,0.05,NOT_REQUIRED,0
FRAUD_IN_42242,Meena Deshmukh,Maharashtra,423078,1784746,4.22,0,0,1,29,0.83,SUSPICIOUS,1
FRAUD_IN_42243,Kiran Patil,Odisha,94943,108527,1.14,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_42244,Sujata Banerjee,Rajasthan,142318,144471,1.02,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_42245,Lakshmi Banerjee,Tamil Nadu,361810,358390,0.99,0,0,0,4,0.16,VERIFIED_VALID,0
FRAUD_IN_42246,Rekha Rao,Tamil Nadu,286439,1919914,6.7,1,1,1,34,0.98,UNVERIFIED,1
FRAUD_IN_42247,Rajesh Khan,Karnataka,347643,353520,1.02,0,0,0,3,0.18,VERIFIED_VALID,0
FRAUD_IN_42248,Amit Mishra,Haryana,194913,214334,1.1,0,0,0,2,0.01,NOT_REQUIRED,0
FRAUD_IN_42249,Kavita Kumar,Kerala,230935,263926,1.14,0,0,0,2,0.01,NOT_REQUIRED,0
FRAUD_IN_42250,Sunita Kaur,Assam,420497,482224,1.15,0,0,0,2,0.22,VERIFIED_VALID,0
FRAUD_IN_42251,Suresh Chaudhary,Tamil Nadu,255428,273942,1.07,0,0,0,3,0.17,VERIFIED_VALID,0
FRAUD_IN_42252,Amit Patel,Maharashtra,56770,57146,1.01,0,0,1,3,0.03,VERIFIED_VALID,0
FRAUD_IN_42253,Bhavna Kaur,Kerala,179975,171588,0.95,0,0,0,3,0.12,VERIFIED_VALID,0
FRAUD_IN_42254,Kavita Reddy,Odisha,429694,429713,1.0,0,0,0,4,0.01,NOT_REQUIRED,0
FRAUD_IN_42255,Fatima Gupta,Haryana,271161,258288,0.95,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_42256,Pooja Banerjee,Uttar Pradesh,422816,412490,0.98,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_42257,Ramesh Shah,Madhya Pradesh,285319,2171734,7.61,1,0,1,24,0.96,UNVERIFIED,1
FRAUD_IN_42258,Mamta Chatterjee,Assam,35875,34401,0.96,0,0,0,4,0.1,NOT_REQUIRED,0
FRAUD_IN_42259,Vijay Gowda,Tamil Nadu,447765,506190,1.13,0,0,0,3,0.01,VERIFIED_VALID,0
FRAUD_IN_42260,Karan Joshi,Karnataka,422172,421365,1.0,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_42261,Ashok Verma,Kerala,410162,471391,1.15,0,0,0,1,0.11,VERIFIED_VALID,0
FRAUD_IN_42262,Anita Rao,Uttar Pradesh,105144,108623,1.03,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_42263,Meena Reddy,Gujarat,170701,192207,1.13,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_42264,Anita Kulkarni,Bihar,201620,221600,1.1,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_42265,Radha Kulkarni,Gujarat,41725,46859,1.12,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_42266,Radha Kumar,Madhya Pradesh,87047,90107,1.04,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_42267,Manoj Rao,Maharashtra,232034,218364,0.94,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_42268,Suresh Sharma,Madhya Pradesh,444041,460557,1.04,0,0,0,1,0.07,VERIFIED_VALID,0
FRAUD_IN_42269,Mohammed Kulkarni,Tamil Nadu,179688,187848,1.05,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_42270,Sangeeta Rao,Assam,167715,160251,0.96,0,0,1,3,0.1,VERIFIED_VALID,0
FRAUD_IN_42271,Arjun Kulkarni,Kerala,98201,452774,4.61,1,0,1,29,0.97,FAKE_CERTIFICATE,1
FRAUD_IN_42272,Sanjay Chaudhary,Bihar,84898,89844,1.06,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_42273,Rohan Das,Assam,339159,347251,1.02,0,0,0,2,0.2,VERIFIED_VALID,0
FRAUD_IN_42274,Bhavna Singh,Tamil Nadu,299036,306930,1.03,0,0,0,4,0.1,VERIFIED_VALID,0
FRAUD_IN_42275,Suresh Sharma,Rajasthan,230135,216303,0.94,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_42276,Karan Chaudhary,Madhya Pradesh,326860,320003,0.98,0,0,0,3,0.16,NOT_REQUIRED,0
FRAUD_IN_42277,Gurpreet Chaudhary,Punjab,278836,273596,0.98,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_42278,Dinesh Mishra,Madhya Pradesh,258449,279282,1.08,0,0,0,2,0.2,VERIFIED_VALID,0
FRAUD_IN_42279,Dinesh Nair,Haryana,274304,1424608,5.19,1,1,1,31,0.91,FAKE_CERTIFICATE,1
FRAUD_IN_42280,Rahul Kulkarni,Assam,317637,357800,1.13,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_42281,Fatima Kaur,Maharashtra,326376,343449,1.05,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_42282,Sangeeta Chaudhary,Uttar Pradesh,367581,358388,0.97,0,0,0,3,0.08,VERIFIED_VALID,0
FRAUD_IN_42283,Fatima Singh,Punjab,111005,115026,1.04,0,0,0,4,0.02,NOT_REQUIRED,0
