student_id,student_name,gender,state,district,social_category,annual_family_income_inr,academic_marks_pct,education_level,course_name,institution_type,is_single_girl_child,is_orphan,scholarship_id,scholarship_name,scholarship_min_marks,scholarship_max_income,target_eligibility
STU_IN_32725,Shweta Das,Female,Uttar Pradesh,Varanasi,OBC,379887,67.0,Undergraduate (UG),BA Political Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32726,Preeti Khan,Female,Gujarat,Jamnagar,SC,134050,94.6,Postgraduate (PG),MBBS,Government Institution,1,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32727,Mamta Mishra,Female,Odisha,Sambalpur,OBC,113768,64.3,Undergraduate (UG),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32728,Lakshmi Sharma,Female,Punjab,Ludhiana,EWS,595114,48.2,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_32729,Ananya Rao,Female,Tamil Nadu,Salem,OBC,85483,69.6,Postgraduate (PG),M.Sc Physics,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32730,Sunil Nair,Male,West Bengal,Howrah,SC,219340,62.1,Postgraduate (PG),BA Political Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32731,Rajesh Patil,Male,Haryana,Ambala,OBC,775935,95.0,Diploma / ITI,B.Com Honors,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32732,Neha Chaudhary,Female,Maharashtra,Solapur,General,64695,57.3,Undergraduate (UG),B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32733,Dinesh Gowda,Male,Uttar Pradesh,Meerut,OBC,28710,70.4,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32734,Fatima Gupta,Female,Punjab,Ludhiana,OBC,108388,80.5,School (9th-12th),BA Political Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32735,Ashok Gowda,Male,West Bengal,Durgapur,General,148133,90.9,Postgraduate (PG),BA Political Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32736,Neha Gupta,Female,Uttar Pradesh,Prayagraj,OBC,92793,51.6,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32737,Anita Rao,Female,Rajasthan,Kota,OBC,213657,95.0,Postgraduate (PG),B.Sc Agriculture,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32738,Deepak Patel,Male,Gujarat,Rajkot,OBC,51228,94.1,School (9th-12th),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32739,Mahesh Sharma,Male,Haryana,Gurugram,OBC,29795,74.6,Diploma / ITI,Diploma Mechanical,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32740,Rajesh Patel,Male,Uttar Pradesh,Prayagraj,General,163781,98.4,Diploma / ITI,B.Sc Agriculture,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32741,Mamta Mishra,Female,West Bengal,Murshidabad,EWS,612897,55.0,Undergraduate (UG),B.Tech Computer Science,Government Institution,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_32742,Geeta Joshi,Female,Bihar,Muzaffarpur,SC,136021,73.4,Undergraduate (UG),M.Sc Physics,Government Aided,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32743,Ganesh Mehta,Male,Assam,Silchar,General,347781,86.1,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32744,Priya Chatterjee,Female,Assam,Silchar,SC,50287,57.4,Diploma / ITI,Class 12 Science,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32745,Neha Singh,Female,Assam,Silchar,General,371706,67.9,Postgraduate (PG),B.Com Honors,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_32746,Sunil Mehta,Male,Assam,Tezpur,General,685538,83.1,Postgraduate (PG),Diploma Mechanical,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32747,Mahesh Chaudhary,Male,Haryana,Hisar,SC,234517,87.9,Diploma / ITI,B.Tech Computer Science,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32748,Arjun Yadav,Male,Odisha,Bhubaneswar,ST,60842,62.9,Undergraduate (UG),B.Com Honors,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32749,Suresh Patel,Male,Assam,Jorhat,General,122285,88.6,Postgraduate (PG),B.Tech Computer Science,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32750,Sunil Rao,Male,West Bengal,Durgapur,ST,98668,75.5,Postgraduate (PG),B.Tech Computer Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32751,Kiran Chaudhary,Female,Punjab,Amritsar,SC,362933,82.5,School (9th-12th),B.Tech Computer Science,Government Institution,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32752,Vijay Kumar,Male,Gujarat,Vadodara,OBC,712289,50.4,School (9th-12th),M.Sc Physics,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,NOT_ELIGIBLE
STU_IN_32753,Seema Patil,Female,Haryana,Faridabad,General,154716,89.3,School (9th-12th),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32754,Ramesh Gowda,Male,Punjab,Jalandhar,EWS,213568,50.1,Undergraduate (UG),Class 12 Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_32755,Rekha Deshmukh,Female,Maharashtra,Thane,General,106804,54.8,Undergraduate (UG),Class 12 Science,Government Aided,0,1,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32756,Mohammed Shah,Male,Odisha,Sambalpur,OBC,153142,50.9,Undergraduate (UG),M.Sc Physics,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32757,Ashok Das,Male,Gujarat,Surat,OBC,212573,68.7,School (9th-12th),M.Sc Physics,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32758,Mamta Verma,Female,Gujarat,Rajkot,General,728700,75.9,School (9th-12th),Class 12 Science,Government Aided,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32759,Ashok Sharma,Male,Bihar,Purnia,OBC,233931,66.8,School (9th-12th),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32760,Vikram Mehta,Male,Karnataka,Mysuru,General,88748,84.7,Postgraduate (PG),Diploma Mechanical,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32761,Rekha Das,Female,West Bengal,Asansol,OBC,166287,93.9,Diploma / ITI,BA Political Science,Government Institution,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32762,Meena Rao,Female,Karnataka,Bengaluru,OBC,186522,60.7,Diploma / ITI,B.Com Honors,Government Aided,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32763,Sanjay Deshmukh,Male,Maharashtra,Aurangabad,General,87729,72.8,Undergraduate (UG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32764,Pooja Singh,Female,Odisha,Rourkela,General,152691,95.7,Postgraduate (PG),B.Sc Agriculture,Private Self-Financed,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32765,Shweta Kaur,Female,Uttar Pradesh,Prayagraj,General,620060,64.6,Postgraduate (PG),Class 12 Science,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_32766,Ayesha Khan,Female,Punjab,Ludhiana,OBC,207832,80.0,Diploma / ITI,M.Sc Physics,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32767,Sangeeta Deshmukh,Female,Karnataka,Bengaluru,SC,92186,64.3,School (9th-12th),Diploma Mechanical,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32768,Lakshmi Das,Female,Maharashtra,Mumbai,General,230354,54.8,School (9th-12th),Class 12 Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32769,Mamta Deshmukh,Female,Uttar Pradesh,Lucknow,General,222788,81.7,Postgraduate (PG),B.Com Honors,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32770,Ashok Das,Male,Gujarat,Bhavnagar,OBC,801417,50.4,School (9th-12th),MBBS,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_32771,Preeti Joshi,Female,Odisha,Bhubaneswar,General,177733,89.8,Undergraduate (UG),Class 12 Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32772,Seema Patel,Female,Kerala,Kochi,General,294911,56.6,School (9th-12th),BA Political Science,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_32773,Rohan Joshi,Male,Odisha,Sambalpur,SC,36129,62.0,Postgraduate (PG),MBBS,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32774,Bhavna Shah,Female,Tamil Nadu,Madurai,General,634837,64.0,School (9th-12th),B.Sc Agriculture,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_32775,Pradeep Joshi,Male,Maharashtra,Kolhapur,OBC,134980,85.6,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32776,Ananya Chaudhary,Female,Gujarat,Bhavnagar,General,39465,48.5,Diploma / ITI,Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32777,Shweta Rao,Female,Maharashtra,Pune,SC,33248,88.8,Undergraduate (UG),B.Tech Computer Science,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32778,Manoj Verma,Male,Kerala,Thiruvananthapuram,General,142258,50.9,Diploma / ITI,M.Sc Physics,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32779,Arjun Singh,Male,Uttar Pradesh,Prayagraj,OBC,53493,92.1,Postgraduate (PG),M.Sc Physics,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32780,Anil Gowda,Male,Assam,Silchar,OBC,118561,59.8,Undergraduate (UG),B.Sc Agriculture,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32781,Sunil Sharma,Male,Haryana,Hisar,OBC,119782,51.5,Diploma / ITI,BA Political Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32782,Seema Kumar,Female,Karnataka,Bengaluru,ST,215778,49.6,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_32783,Radha Rao,Female,Karnataka,Belagavi,OBC,825243,90.8,Postgraduate (PG),B.Com Honors,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_32784,Geeta Patel,Female,Odisha,Sambalpur,ST,509863,94.4,Postgraduate (PG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32785,Harpreet Joshi,Male,Rajasthan,Bikaner,General,367156,86.4,Undergraduate (UG),B.Tech Computer Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32786,Mamta Nair,Female,Madhya Pradesh,Jabalpur,General,134875,77.4,Postgraduate (PG),B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32787,Deepak Sheikh,Male,Bihar,Gaya,SC,193870,76.1,Postgraduate (PG),BA Political Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32788,Sunil Reddy,Male,Uttar Pradesh,Meerut,SC,817004,90.7,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32789,Kiran Kumar,Female,Punjab,Ludhiana,General,218980,68.3,Postgraduate (PG),BA Political Science,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32790,Ramesh Chatterjee,Male,Kerala,Thiruvananthapuram,General,170418,91.6,Undergraduate (UG),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32791,Sunil Sheikh,Male,Rajasthan,Jodhpur,OBC,167548,99.0,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32792,Mohammed Banerjee,Male,Gujarat,Jamnagar,ST,517922,74.4,School (9th-12th),BA Political Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32793,Simran Mishra,Female,Karnataka,Mysuru,OBC,299831,59.6,Undergraduate (UG),B.Com Honors,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_32794,Sanjay Khan,Male,Bihar,Darbhanga,SC,179653,58.2,Diploma / ITI,Diploma Mechanical,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32795,Neha Patel,Female,Madhya Pradesh,Ujjain,General,496186,56.8,Diploma / ITI,B.Tech Computer Science,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_32796,Anita Chatterjee,Female,Madhya Pradesh,Jabalpur,OBC,190940,94.6,Diploma / ITI,B.Tech Computer Science,Government Aided,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32797,Priya Deshmukh,Female,Odisha,Puri,SC,507880,90.1,Diploma / ITI,Class 12 Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32798,Dinesh Kulkarni,Male,Kerala,Kochi,OBC,40597,50.0,School (9th-12th),Class 12 Science,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32799,Ganesh Sheikh,Male,Madhya Pradesh,Gwalior,General,158782,68.0,Undergraduate (UG),Class 12 Science,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32800,Preeti Chaudhary,Female,Karnataka,Belagavi,OBC,153723,84.5,Undergraduate (UG),B.Tech Computer Science,Government Aided,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32801,Shweta Chaudhary,Female,Odisha,Bhubaneswar,OBC,222794,86.5,School (9th-12th),BA Political Science,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32802,Deepak Chatterjee,Male,Tamil Nadu,Chennai,OBC,103802,59.8,Diploma / ITI,Diploma Mechanical,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32803,Mamta Banerjee,Female,Rajasthan,Udaipur,OBC,720633,97.7,School (9th-12th),Class 10 CBSE/State Board,Government Aided,1,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_32804,Tariq Rao,Male,Madhya Pradesh,Bhopal,ST,183230,86.3,Diploma / ITI,Class 12 Science,Government Aided,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32805,Suresh Reddy,Male,Uttar Pradesh,Prayagraj,OBC,305642,48.3,Diploma / ITI,B.Tech Computer Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,NOT_ELIGIBLE
STU_IN_32806,Dinesh Singh,Male,Kerala,Thiruvananthapuram,OBC,131113,94.6,School (9th-12th),Class 12 Science,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32807,Sangeeta Sheikh,Female,West Bengal,Howrah,OBC,78039,77.4,Undergraduate (UG),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32808,Ayesha Mishra,Female,Bihar,Darbhanga,SC,32233,92.1,Undergraduate (UG),MBBS,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_32809,Suresh Sheikh,Male,Kerala,Kochi,General,204020,49.1,School (9th-12th),B.Tech Computer Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32810,Anil Shah,Male,Gujarat,Rajkot,OBC,613373,89.9,Diploma / ITI,M.Sc Physics,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_32811,Rekha Shah,Female,West Bengal,Durgapur,SC,190709,81.4,School (9th-12th),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_32812,Gurpreet Gowda,Male,West Bengal,Howrah,EWS,797113,61.2,Undergraduate (UG),M.Sc Physics,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_32813,Ganesh Deshmukh,Male,Bihar,Muzaffarpur,SC,208586,49.0,Postgraduate (PG),B.Com Honors,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_32814,Anil Deshmukh,Male,Karnataka,Bengaluru,OBC,176923,98.7,School (9th-12th),B.Tech Computer Science,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_32815,Savita Verma,Female,Kerala,Kozhikode,OBC,47535,95.9,School (9th-12th),Class 12 Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32816,Neha Rao,Female,Rajasthan,Jaipur,General,232516,59.8,Postgraduate (PG),Class 12 Science,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_32817,Priya Deshmukh,Female,Bihar,Darbhanga,SC,39366,70.5,Undergraduate (UG),B.Sc Agriculture,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32818,Karan Reddy,Male,Gujarat,Vadodara,SC,53347,63.5,Diploma / ITI,Diploma Mechanical,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32819,Arjun Reddy,Male,Uttar Pradesh,Gorakhpur,General,224369,84.0,Postgraduate (PG),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32820,Shweta Singh,Female,Odisha,Cuttack,OBC,67209,68.7,Diploma / ITI,Diploma Mechanical,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32821,Gurpreet Banerjee,Male,Kerala,Kollam,OBC,130286,80.2,Undergraduate (UG),B.Com Honors,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32822,Pooja Patel,Female,Haryana,Gurugram,OBC,201382,77.6,School (9th-12th),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32823,Neha Gupta,Female,Punjab,Ludhiana,General,38415,60.1,Undergraduate (UG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32824,Vijay Nair,Male,Rajasthan,Kota,SC,147971,62.2,Postgraduate (PG),B.Tech Computer Science,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_32825,Simran Gowda,Female,Punjab,Jalandhar,SC,193946,58.1,Undergraduate (UG),MBBS,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_32826,Gurpreet Shah,Male,Maharashtra,Kolhapur,General,310438,61.9,Diploma / ITI,Class 12 Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_32827,Anil Sheikh,Male,Madhya Pradesh,Jabalpur,General,577456,88.4,School (9th-12th),BA Political Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_32828,Ramesh Gupta,Male,Uttar Pradesh,Meerut,OBC,169553,70.3,Postgraduate (PG),MBBS,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_32829,Mohammed Das,Male,Tamil Nadu,Coimbatore,EWS,235960,93.6,Postgraduate (PG),M.Sc Physics,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
